,序号,领导,标题,类型,领域,状态,创建日期,详细内容
55,15631139,海淀区区长李俊杰,租房押金不退，态度恶劣漏税漏税不开发票,建言,企业,已办理,2022-08-03 22:28:55,本人于2022年6月14日与北京联*生活住房租赁有限公司签订租房合同，付租金3369元。于7.14日退房，完全履行租房合同。与该公司解除合同后，讨要退房押金2424元无果，该公司客服态度恶劣，拒不退还押金，并且拒绝向我开具发票，漏税   希望我的住房押金可以退回，得到合理的解决。有关部门可以拨打400-088-****核实我说的信息，帮我讨回剩余的押金。
56,15597620,海淀区区长李俊杰,电话号码,建言,医疗,已办理,2022-07-31 12:41:15,刚接完海淀区防疫流调电话，发现被100多人标注骚扰电话，这样可能导致后续越来越多人拒接，并直接标注骚扰，建议政府与电信运营部门沟通，或者用特殊号码，或者其他手段显示防疫流调电话，或者公示出来广而告之，应该更有利于防疫流调管理。
57,15585041,海淀区区长李俊杰,关于小区设置垃圾桶的建议,建言,城建,已办理,2022-07-29 18:17:57,"1，自从实行垃圾分类以来，小区里以前的垃圾桶数量减少了，但垃圾量不少，集中投放在小区里某栋楼窗户下面，给该楼的住户日常生活及身体健康带来了很大影响。
运输垃圾车早晨6点前就来到窗户前面清倒垃圾，睡梦中的居民被噪音吵醒，心脏会很难受。因为垃圾量多，7点又来一趟，8点又一趟，小区里运送垃圾车一般是电动三轮车，刹车的噪音很大，频繁的在住户窗前倒腾垃圾，还有随时倒垃圾的住户，还有拾荒者不断的来翻垃圾桶，尤其是到了夏季，垃圾桶的臭味能飘到各层住户家中，炎热的夏天，都不敢开窗通风，简直是苦不堪言！每天如此，垃圾桶设置在住户窗下，已经给该单元的住户身心健康造成很大的影响，垃圾车的频繁穿行也给老人和小孩带来安全隐患。
2.诚恳请领导们深入小区垃圾桶周围看看，由于厨余垃圾是直接倒进桶里，天长日久，难免渗入垃圾桶周围地面，这不仅环境变脏了变差了，而且直接影响到防疫工作，增加了疫情传播的风险。
3、海淀区拥有三山五园，美好的环境建设需要一个好政策。
建议：所有小区的垃圾桶要放到小区隐敝处、至少是楼的侧面，不能设置在单元楼正面、住户窗户下。
或者在小区出门处设置小型垃圾站，小区各楼不要再设置垃圾桶。这样便于管理，便于清运、消毒。减少疫情传播的风险。垃圾站远点，大家也都能适应，只要下楼了能看到一个干净的小区环境。
4、如果不改变现有的垃圾桶设置，几年后，每个小区都会有一个特别脏的污染源。

这些建议我曾经反映给居委会、街道，但是好像没有引起他们重视，希望区领导一定要把这个事当成一件大事，尽快制定相关政策办法，改变楼前设置垃圾桶现状，造福于深受其害的居民。
非常感谢有这个机会向领导建言！
"
58,15578321,海淀区区长李俊杰,却终,建言,教育,已办理,2022-07-28 22:51:42,"您好！
2022年1月份我在北京星*教育报名北京中医药大学网络教育2.5年制专升本学历，一次性缴费20800元整。
报名的时候星*教育承诺，如果报名失败我所缴费用20800全额退还。
2022年6月份国家继续教育中心取消高等院校网络教育，我要求北京星*教育李老师退费，星*教育李老师（167****4804）以各种理由拖欠，拒不退款，李老师电话不接。微信拉黑我。
  希望有关部门能够查处此事。退还我所缴费用（20800元整）"
59,15577165,海淀区区长李俊杰,公共场合吸烟,建言,旅游,已办理,2022-07-28 20:45:55,北京海淀区西直门北大街文慧桥东的西北***食府，一直存在顾客吸烟现象，也曾引燃过桌边垃圾桶。本人多次提醒，督促，餐馆管理方表面附和，但从没有实质解决。现正值夏季，开空调空气不流通。特别是就餐高峰期，吸烟现象对顾客健康会产生不利影响，同时存在消防安全隐患。故希望领导重视。另12320吸烟监督电话难以打通。
60,15447804,海淀区区长李俊杰,建议19号线地铁在西三旗桥附近增设西三旗站,建言,交通,已办理,2022-07-15 19:10:49,"领导您好，

     我是西三旗区域的一名居民，居住此区域已经十多年年了，西三旗桥附近区域特别是八达岭高速和建材城路为中心的周边的交通实在是太拥堵了。上下班期间周边几个路口经常堵死，只能等交警来疏解交通。特别是八高主路，辅路，建材城东路的车流量都非常大，近些年来西三旗桥附近又新增了若干密集小区，还有软件产业园区（建材城西路又要扩建，加上附件小米产业园，后续会更加拥堵）。西三旗桥附近的居民出行特别不方便，北边，西边，东边的地铁站都太远而且线路绕行太多，本人上下班只能开车上班，到四环的距离不远，却要花费1个小时还要多，往南乘坐各种火车需要预留2-3个小时的时间。希望领导们根据实际情况考虑附近小区规模，车流量和西三旗近些年的发展规模，希望能在西三旗桥增设地铁站。这样可以方便西三旗桥东西南北的居民都可绿色便捷出行，减少个人开车既缩短了出行时间又为北京减少了碳排放。"
61,15408971,海淀区区长李俊杰,四季青田村文化广场，电动车摩托车无续进入,建言,城建,已办理,2022-07-12 15:19:00,领导，我是一位四季青镇居民，生活在这里非常幸福。附近公园很多，其中田村文化广场是我最喜欢去的。在此给管辖它的部门提一个建议，现在公园只有一个入口，行人，三轮车，电动车，共享单车，老年代步车，摩托车都从这一个小口进入，有很大安全隐患，容易撞到人。况且公园里全是散步健身遛弯的人们，包括很多老年人和孩子，放任他们无续进入行驶，对在公园的人们有很大的安全隐患，现在我建议在入口出安装防车辆进入装置或者阻车桩，以免发生安全事故。谢谢。
62,15386995,海淀区区长李俊杰,请尽快取缔月清路路侧停车场备案,建言,交通,已办理,2022-07-10 15:45:45,"月清路路侧停车场是由万基创联停车管理公司、学知园部分业主通过欺骗手段，获得了学院路街道盖章、海淀区交通委备案。虽然备案手续符合形式要求，但海淀区交通委未进行实质审查。

近3个月来，月清路路侧停车场停车混乱，停车管理员为了增加停车收入，无视停车车位划线、允许随意停车，严重影响行人、非机动车通行，安全隐患巨大。


附图是近期照片。管理员坐的位置，黄线禁止停车位置，也被用于停车了。请纠正！
"
63,15329819,海淀区区长李俊杰,建议公开2022年幼升小派位细则等信息,建言,教育,已办理,2022-07-05 15:09:55,"1.建议参考北京机动车摇号公开网页的信息，公开幼升小电脑派位细则，包括但不限于软件算法/随机种子选择/是否可复验/现场图片视频和人员信息。
2.建议公开2022年海淀区海淀学区各小学计划招生人数。

"
64,15312163,海淀区区长李俊杰,市政道路穿插在居民区内，隐患无穷,建言,城建,已办理,2022-07-04 09:51:51,领导，您好！我是海淀区定慧北里第一社区居民，小区内的主要道路经常是路两边停满车，10号楼旁边有个停车场，不知属于哪里，周边居民停车进不去；人行道很窄，有些区域还有电箱、电线杆，行人往往要道路上走，马路上还有自行车、电动车、机动车混行，尤其是晚上路灯昏暗（要保障居民休息，路灯照明效果很差）非常危险。建议合理拓宽人行道，保证行人能够无障碍通过；设置机非分离车道；增扩立体停车场，道路两旁禁止停车。经向社区工作人员反映，得到答复是这条路属于北京市政道路，不归社区管理，无权管辖。建议北京市政道路部门实地走访，优化此条道路，尽量不要在居民区内设置市政道路。
65,15270512,海淀区区长李俊杰,私家车占道,建言,交通,已办理,2022-06-30 11:00:57,"       海淀区健翔桥南边“外国专家公寓”北门外窄窄的人行道自行车道所在路线是两条路的交汇处，比较窄，且是一个拐弯坡道，骑自行车到这个地方时，由于私家车占道，骑行人不能走自行车道，必将走机动车道，既要提防桥上过来的车，还要提防由西向东过来的另一条道成的车，非常危险。
      原来这里没有车，最近忽然停了多辆车。请交通部门清理这些私家车。#人民建议#"
66,15264517,海淀区区长李俊杰,圆明园花园小区单元门常年大开影响正常生活,建言,城建,已办理,2022-06-29 19:25:02,圆明园花园小区近年总有些人用灭火器，鹅卵石，砖头，绳子把单元门长期打开，单元门经常是全年大开，有时流浪狗、流浪猫、老鼠也夜里进入楼道里喧哗，单元门常年大开在小区里这种情况不在少数，希望有关部门和社区管理方加强管控和宣传，有效引导小区人员随手关闭单元门，在小区公告栏或单元门经常发出宣传和通知。单元门作为防盗门应起到安全作用，还应起到环境卫生作用，夏季阻挡蚊虫，冬季起到保温的作用。
67,15206612,海淀区区长李俊杰,海淀区非国有（集体）商务楼宇房租减免政策问题,建言,企业,已办理,2022-06-24 19:21:43,区长，您好。本月15-29日，是“2022年海淀区非国有（集体）商务楼宇的运营主体房租减免补贴”申报时间（由中关村科学城管委会产业空间处具体受理）。根据该政策，其目的是“进一步鼓励海淀区非国有（集体）商务楼宇的运营主体，主动与中小微等企业携手共进、共克时艰，承担社会责任，为中小微等企业实行房租减免。” 我就是从事政策研究的，我公司也是在海淀运营九年的一家民营社会科学类小微企业，3年前租赁了位于绿地中央广场的商务房用于办公。该房屋产权归私人所有，通过委托商务租赁公司租赁我公司，我公司按季向租赁公司支付租金。截至目前，我公司的办公场地，仅协商出暂缓40天缴纳季度房租。租赁公司讲，房东不同意减免租金。  我诚恳建议海淀区，请慎重考虑运用这笔财政资金、制定这项政策的出发点与落脚点。详情请见备注区。
68,15144818,海淀区区长李俊杰,学清路辅路机动车违停严重、非机动车堵塞月清路,建言,交通,已办理,2022-06-19 20:03:59,"学清路辅路（学知轩门前向南北各100米）机动车违停严重，经多次122投诉、12345投诉，虽然清河交通队派人贴条清理过几次，但是屡禁不止、依然违停严重。

另外，学清路辅路与月清路西口交叉口处，每天有很多非机动车（送餐快递小哥的电动车）停在学清路辅路上、以及月清路西口！

上述两个因素，导致汽车、非机动车无法安全地在学清路辅路行驶、曾发生严重交通事故。

诉求：
（1）请海淀区交通委在学清路辅路（学知轩门前向南北各100米）加装电子摄像头，尤其是月清路西口附近应加强电子违章拍摄！
（2）请清河交通队每日多次来学清路辅路巡查、贴条，清理非机动车堵塞月清路西口！
"
69,15061864,海淀区区长李俊杰,请重新选址能源站和变电站,建言,环保,已办理,2022-06-12 17:30:40,领导，您好！海淀区永丰产业基地J地块计划建设能源站和110V变电站项目距离瑞泽家园小区（不足30米），幼儿园（约60米），幸福里小区（不足100米）太近，严重影响居民的正常生活，恳请局相关领导能够接受附近居民的诉求，重新考虑选址，以保障附近居民的正常生活和身心健康。
70,15034170,海淀区区长李俊杰,十号线车公庄到慈寿寺地铁超过22:24就停运,建言,交通,已办理,2022-06-10 01:38:17,十号线车公庄到慈寿寺地铁超过22:24每天就停运了。因为目前住在门头沟上岸地铁站附近，6号线到金安桥换乘S1线都最晚到23:00，S1运营时间也是很久。因为是做工程项目类项目管理的工作，特殊调试阶段工作会到比较晚，然后就因为车道沟到慈寿寺这一站连接不上，就特别不方便。想请问一下，车道沟与慈寿寺早停运是特别这样时间设定？还是早期十号线时间规划，和后上线的6号线没有调整运营时间导致这样一个误差？请帮忙确认并尽量延长一下车道沟到慈寿寺换乘的时间。万分感谢！
71,15008675,海淀区区长李俊杰,农影小区业主停车问题,建言,城建,已办理,2022-06-08 08:23:41,"海淀区农影小区物管会在停车位分配中，无视众多业主的合理意见和诉求，强行实施，严重侵犯业主合法权益。
农影小区物管会人为对业主进行分类，赋予老业主特权，不论有车没车都占据车位，剥夺新业主停车的合法权益。违反宪法第3条，民法典第4条第6条的公平原则。
建议借鉴北京市其他小区的做法，采取提高停车费，所有业主先到先停挺满为止，所有业主车辆轮换停车位等做法。或者按照房产证先后顺序，对所有业主车辆进行排序，业主本人及配偶车辆作为第一顺位确保业主优先。"
72,14925099,海淀区区长李俊杰,永丰交通,建言,城建,已办理,2022-05-31 18:01:30,"区领导您好：
我是幸福里润园的业主，鉴于海淀区大力发展北部地区，永丰组团已经逐渐繁华起来，随着多个商品房和保障房小区的建成以及配套商圈的建立，在不久的将来永丰地区会成为北部地区最为繁华的地区。但是从北京市未来几十年规划里并未看到该地区的交通有明确的改善计划，我相信周边居民都希望能够将地铁尽快落实。地铁开通会方便周边多个小区居民的出行，以及带动大悦城和故宫北院的客流。希望领导能给予重视，盼复。"
73,14911920,海淀区区长李俊杰,关于永丰地区修建19支的建议,建言,交通,已办理,2022-05-30 19:18:08,"区领导您好：
我是幸福里润园的业主，鉴于海淀区大力发展北部地区，永丰组团已经逐渐繁华起来，随着多个商品房和保障房小区的建成以及配套商圈的建立，在不久的将来永丰地区会成为北部地区最为繁华的地区。但是从北京市未来几十年规划里并未看到该地区的交通有明确的改善计划，我相信周边居民都希望能够将地铁19支尽快落实。19支开通皇后店站及故宫北院站后会方便周边多个小区居民的出行，以及带动大悦城和故宫北院的客流。希望领导能给予重视，盼复。"
74,14911437,海淀区区长李俊杰,关于永丰幸福里润园附近增设地铁的建议,建言,交通,已办理,2022-05-30 18:24:30,"区领导您好：
我是幸福里润园的业主，鉴于海淀区大力发展北部地区，永丰组团已经逐渐繁华起来，随着多个商品房和保障房小区的建成以及配套商圈的建立，在不久的将来永丰地区会成为北部地区最为繁华的地区。但是从北京市未来几十年规划里并未看到该地区的交通有明确的改善计划，我相信周边居民都希望能够将地铁19支尽快落实。19支建好后会方便周边多个小区居民的出行，以及带动大悦城和故宫北院的客流。希望领导能给予重视，盼复。"
75,14878766,海淀区区长李俊杰,外区车辆进入小区街头摆摊卖西瓜,建言,治安,已办理,2022-05-27 20:13:44,2022.5.27晚上19:30分开始，外区车辆进入骚子营社区街头摆摊卖西瓜，请立即处理，立即查处。
76,14845064,海淀区区长李俊杰,请学院路街道推动建设学知园停车楼,建言,城建,已办理,2022-05-25 11:43:22,"为缓解学知园小区居民停车难的需求，请学院路街道推动建设学知园小区内的停车楼。

按照学知园规划（见附件规划图），在学知园小区北门进小区的西侧是停车位（见地图位置）。
该位置若建成停车楼，则可基本满足学知园小区业主停车需求。

请学院路街道推动建设学知园停车楼。谢谢！"
77,14844017,海淀区区长李俊杰,处理门前死树,建言,环保,已办理,2022-05-25 10:46:05,海淀区北蜂窝路22号21号楼一单元，马路旁边有一个死树，请相关部门核实处理，如果可能最好再补一个树苗。
78,14815104,海淀区区长李俊杰,建议物业精简保安人员,建言,城建,已办理,2022-05-23 08:54:02,现在海淀区要求居家办公，要求小区封闭管理，海淀区田村中街雪芳里一号楼小区也按计划施行，但是小区门口的保安过多，都聚集在小区门口，本来一两个保安就可以完成测温和扫码，现在一些无关人员也都聚集在小区门口同时部分保安不带口罩，在吸烟，物业也不管，给小区疫情防控带来很大隐患，建议物业加强对保安人数的管理，提高物业治理能力
79,14614365,海淀区区长李俊杰,关于清河学区小学初中提升教育质量的咨询及建议,建言,教育,已办理,2022-05-11 11:21:08,领导您好。从海淀区小学和初中学校教学实力和相关数据看，清河学区较其他学区多年一直相对较弱；作为清河学区一名小学生的家长，我想请问一下：首先在提升教学质量方面对清河学区有什么相关的举措；其次有传闻说十四五期间海淀区会有知名教育集团、优秀师资力量轮换等消息，请问针对清河学区的初中学校是否有相应调整和调整的具体方式；最后是经过和周围家长沟通，大家一致建议清河学区的初中学校应该加大引入优质学校及师资力量，彻底改变多年来清河学区在海淀区整体教育力量比较薄弱的现状，让更多的下一代接受更加良好的教育。盼望领导及教育主管部门同志予以考虑及采纳。此致，为盼！
80,14474729,海淀区区长李俊杰,社区建设老年人服务站为老人提供就餐等服务,建言,政务,已办理,2022-05-03 21:54:08,海淀区苏家坨镇安河家园社区周边几个村拆迁后，就地上楼，现几个村庄的孤寡老人越来越多，大部分老人身体不便，生活自理比较困难，请求社区设计老年服务中心，为孤寡老人提供就餐及生活服务。
81,14381575,海淀区区长李俊杰,井盖冒水,建言,城建,已办理,2022-04-27 18:50:20,495路公交车站东北旺西路北口，史各庄公交场站方向，车站向北5米左右，路边井盖冒水
82,14315851,海淀区区长李俊杰,翠湖南路没有违法监控,建言,交通,已办理,2022-04-25 07:43:28,海淀区翠湖南路（上庄路至稻香湖路）段已经通车，之间有多处红绿灯，但都没有安装违法监控摄像头，尤其是东马坊村路段，马路靠近村庄，车速过快，路旁违章停车严重。希望加装闯红灯监控、违法停车监控、测速设备。
83,14245950,海淀区区长李俊杰,建议石油附小二里庄校区窗户加防撞条,建言,教育,已办理,2022-04-20 13:15:04,石油附小二里庄校区新建的教学楼，北侧一层的窗户为外开上悬窗。窗下是个通道，课间时常有学生沿通道活动，而窗户的高度正好和小学生身高差不多，一不小心就会撞到窗户角上，只要撞上，锋利的窗户角定会让学生头破血流。所以建议建议在这几个靠通道的一层窗户上贴上防撞条，增加警示标识，或者窗户不向外打开，或者封闭通道，以免给学生造成不必要的以外伤害。
84,14235970,海淀区区长李俊杰,城管建言,建言,企业,已办理,2022-04-19 18:34:51,尊敬的区长同志您好，我是海淀西三环这边一个餐饮小商户，自己经营一个100多平的小面馆，从今年开始因为垃圾分类问题。我们面馆都要签订各种合同，餐厨垃圾合同一年一万多，其他垃圾合同一年几千块。今天城管同志又来说要签可回收垃圾合同，还有有害垃圾合同，一个合同几千块钱，而且我们根本不产生有害垃圾，回收垃圾就是那个饮料瓶瓶罐罐。我们自己收起来还能卖钱，可现在他们又要我们花几千块钱去签那个回收垃圾合同，本来餐饮不好干，没啥生意，几个合同都是小几万块钱，对吧，用的到的我们签合同交钱，但是用不到的哪些合同为什么非要花钱去签呀，希望政府能够关心一下我们微小企业，小餐饮，不要让这些条条框框的规矩！谢谢领导，希望政府能够关心一下！
85,14216595,海淀区区长李俊杰,国家植物园西南门，以及公交站名字建言,建言,交通,已办理,2022-04-18 15:23:12,国家植物园（原北京植物园）南北区并不贯通，北区是正品北京植物园，而南区是原中科院植物园，若中科院植物园的西门命名为国家植物园西南门，会误导前往北区的游客以为南北区是互通的。建议：将中科院植物园的门命名为国家植物园南区西门，可以有效与北区的命名进行区分，2，可以类比奥林匹克森林公园跨五环生态廊道，修筑国家植物园沟通南北区的生态廊道。感谢您倾听我的建议
86,14135392,海淀区区长李俊杰,建议清华南路全路段均保持30km\小时限速,建言,交通,已办理,2022-04-14 21:04:34,清华南路因有北大附属幼儿园、附属小学、清华大学校门，以及北京大学燕东园社区，路上行走的多为学生和家长，尤其接送孩子的老人较多。目前，该路段是从西往东防线均有30km\小时的限速，但是从东往西方向还有300米左右到中关村北大街的时候 有一个解除30km\小时限速，导致很多车会突然加速，对于过马路行人很不安全，且噪音也大，希望可以全路段保持30km\小时限速，以保证行人安全，以及住宅区的安静。
87,14065072,海淀区区长李俊杰,友谊路两侧的中关村森林公园建体育设施和公厕,建言,城建,已办理,2022-04-08 19:19:22,友谊路两侧的中关村森林公园面积非常大，建议多修建体育设施和公厕，给人们日常锻炼提供场地，方便游园。
88,13969837,海淀区区长李俊杰,学生座位轮换,建言,教育,已办理,2022-03-31 00:01:48,自3月起，海淀区西二旗小学，本学期学生座位每周不再轮换。建议学校恢复座位轮换，按原有顺序每周按列调整座位，保障孩子不同角度观看黑板。
89,13936494,海淀区区长李俊杰,尽快恢复市民运动设施的开放。,建言,政务,已办理,2022-03-28 10:46:20,领导：您好，海淀区尤其是三环以内，早期城市建设几乎没有任何群众体育活动场地，北京的体育资源主要是利用大学场地。疫情以来大学封校，于是近年来人们只能在车辆行驶的街头跑步锻炼，这种情况不利于交通更不方便老年孩子活动。疫情期间抵抗疫情加强身体锻炼更为重要，建议各所大学尤其三环内大学应当恢复体育操场对社会开放的制度，学校方面完全可以用围栏隔离以及时间限制等方法尽量坚持操场资源对社会开放，这对抗疫期间“校地”共同增强人民体质抵御疾病，促进和谐城市建设作用很大，希望有关部门能够协调大学，开放操场发挥体育资源的更大效果。谢谢！
90,13906761,海淀区区长李俊杰,田村路西五环到廖公庄站区间，车辆通行效率问题,建言,治安,已办理,2022-03-25 11:39:21,田村路西五环到廖公庄地铁站站区间，长度约为一公里，区间共设置4个红绿灯，其中3个为人行横道灯，3个红绿灯之间比较密集，且绿灯时间较短。能否增加绿灯时间或者实现三个红绿灯之间的联控，提高该路段车辆整体通行效率？
91,13884279,海淀区区长李俊杰,小区物业管理阻碍新能源汽车的普及和推广,建言,城建,已办理,2022-03-23 14:08:25,"海淀区学院路清枫华景园小区， 本人响应国家号召，置换新能源电动汽车，安装充电桩时，物业说必须充电走他们物业的商业电，1.2元1度的收费标准。
买电车就是因为环保，充电便宜，结果充电费是国电标准0.47的两倍多， 物业是合法的从中渔利。
为什么不能针对新能源出台相应政策，区分汽车充电和其他商业用电，是市民能用到5毛钱1度的充电电费？
"
92,13881396,海淀区区长李俊杰,不合理收费条约,建言,教育,已办理,2022-03-23 10:22:53,本人通过大鹏老师以报名后有各种兼职为由，报名了该机构的手办课程，并缴费4300元，因为资金不够诱导使用其他途径贷款分期报名。通过一段时间学习发展并没有得到兼职，也没有想象中的服务效果，经过考虑向大鹏教育提出退款，才发现当初让注册学籍是签订合约，条约里各种不合理规定，报名时相关老师并未提及告知，本人并不知情，有很多相同的学生遇到同样的问题，所以向有关部门负责人反映，希望能得到相关领导的帮助！
93,13868053,海淀区区长李俊杰,海淀区观澜国际花园小区停车难,建言,城建,已办理,2022-03-22 09:30:41,"小区车位除小部分属于业主购买（其实是长期租赁）外，其他大多是按年租赁。在严重供不应求的情况下，停车管理低效，急需改进。
1，采用固定车位管理，即时空着也无法使用，导致其他业主停车不便，访客更不方便。
2，车位租赁每年缴费即续签，导致其他无车位业主永远不可能租到。
3，每年卖房后，按规定要退回车位，但是从未见到释放出来，属于黑箱操作，事实上就是买房带车位。

希望有关部门介入调查，督促改进。"
94,13843076,海淀区区长李俊杰,严重缺乏停车设施,建言,城建,已办理,2022-03-19 21:57:24,海淀区温泉镇尚峰尚水小区附近严重缺乏停车设施，周边停车混乱，严重占用道路，导致矛盾不断，车辆也经常发生剐擦损失，建议利用现有闲置土地（周边有多个大块闲置土地常年被围挡遮盖）和周边绿化土地（周边有多个开放式公园可以利用）建设地下停车或地上停车楼，解决周边居民停车难问题！
95,13828117,海淀区区长李俊杰,电动自行车、电动摩托车逆行,建言,治安,已办理,2022-03-18 14:03:12,天气逐渐变暖，路面上自行车和电动车都变多了，但是有好多电动车（外卖或者路人）为了抄近路省时间逆行，特别危险，尤其是晚上，电动车迎面骑过来，等发现的时候躲不及就摔了，有的电动车车灯特别晃眼睛，被晃到会有几秒是看不见的，特别容易发生意外。希望尽快规范完善电动车的交通秩序
96,13787590,海淀区区长李俊杰,路政建言,建言,交通,已办理,2022-03-15 10:31:21,上地西路东段（靠近信息路与上地西路交叉口附近）由东往西正常行驶时经常有汽车从对面车道在小路口突然转弯横穿马路进入对向车道，由于对向道路中间没有护栏且中间植被较高遮挡视线，极其容易发生事故，建议尽快加设护栏围挡或者降低植被遮挡率。
97,13745483,海淀区区长李俊杰,南平庄拆迁,建言,城建,已办理,2022-03-11 11:15:53,"1.南平庄火灾屡见不鲜
2.居住人员复杂 素质差"
98,13745461,海淀区区长李俊杰,南平庄拆迁,建言,城建,已办理,2022-03-11 11:12:57,"1.海淀区四季青南平庄火灾屡见不鲜 图一为2022年大年初一电瓶车棚起火
2.居住人群复杂 素质差 随地大小便
"
99,13700010,海淀区区长李俊杰,建议为唐家岭新城T08小区引进多加宽带服务商,建言,文娱,已办理,2022-03-08 16:35:19,海淀区西北旺唐家岭新城T08小区，现在只有中国联通一家宽带服务商，能不能多引进几家宽带服务商，如中国移动、中国电信等，方便居民选择，谢谢！
100,13693832,海淀区区长李俊杰,建议修建行人过街天桥,建言,交通,已办理,2022-03-08 10:06:01,领导您好，阜成路与蓝靛厂南路掉头盘桥路口常年拥堵，行人与机动车汇交，存在安全隐患，路口无交通信号灯，行人与车辆混入路口，且临近解放军空军总医院，排队进医院车辆在路口堵塞，建议修建行人过街天桥，确保行人安全，减轻交通压力。
101,13690930,海淀区区长李俊杰,海淀区上庄镇美丽乡村建设进度,建言,三农,已办理,2022-03-08 06:47:10,尊敬的领导，海淀区保留村美丽乡村建设进度有点缓慢。美丽乡村建设在各个村庄建设难度大，违章拆除，占路经营，停车秩序，防护结构，人居环境，群租乱七八糟，架空各种电线，庭院内旱厕，泄洪排水不通畅，村庄管理不规范等问题很难解决。一直在等美丽乡村建设，皂甲屯村一点变化都没有，等来的是翠湖北路东延将村庄劈开两半，修路是好，建议调整美丽乡村建设方案，将翠北路东延涉及的村庄进行整体腾退，不再搞美丽乡村建设，这样会让上庄的人居环境更好，百姓的幸福感更强，而不是腾退一部分遗留一部分，这样的皂甲屯村美丽村庄建设又是遥遥无期了。
102,13354254,海淀区区长李俊杰,建议给中小学生在校内配备储物柜和休息床,建言,教育,已办理,2022-02-22 19:03:04,"1.孩子们的书包太沉了，每天都要背着上下学。建议在学校给他们配备储物柜。每天课内的和不需要带回家的资料可以留在学校。
2.小学生每天在校时间很长。下午放学回到家非常疲惫。建议能够给小学校配备可折叠或隐藏式休息床。让孩子们中午能午休一下。"
103,13328720,海淀区区长李俊杰,永泰东里5号楼附近是否可以设立电动自行车充电,建言,城建,已办理,2022-02-22 09:22:31,小区已有的充电点大多集中在永泰东里南院的西边，充电多有不便，在家充电十分危险，是否可以在5号楼附近安装充电棚
104,12916639,海淀区区长李俊杰,阜成路81号附近需要划定共享单车停车区域,建言,城建,已办理,2022-02-16 08:14:23,阜成路81号院附近现有两个居民小区和多家企事业单位（工商银行、北京农商银行、社区医院、体检中心、肿瘤医院门诊、保险公司、玉渊潭物业公司、大董饭店等），需要划定共享单车停车区域以方便群众出行和车辆管理。
105,12767411,海淀区区长李俊杰,核酸检测请为老年人开设绿色通道,建言,政务,已办理,2022-01-27 11:30:38,建议如果不是突发情况常规的核酸检测请提前一两天通知，并未老年人开设绿色通道，有的社区做的不错，但不全是！天冷老年人排队受不了。还得让子女请假协助检测！
106,12709944,海淀区区长李俊杰,关于京密引水渠北侧路建设计划,建言,交通,已办理,2022-01-21 16:22:51,领导您好，海淀区山后交通问题严重困扰地区发展，公民正常出行工作也受到影响。多年来上下班期间黑龙潭路过于拥堵，严重影响出行。希望能够考虑山后居民出行改善的愿望，尽快开展京密引水渠北侧路建设。现在是否有关于京密引水渠北侧路建设计划呢？
107,12671703,海淀区区长李俊杰,核酸检测结果电子化,建言,医疗,已办理,2022-01-18 10:18:41,"建议:1.加快核酸检测速度，2.核酸结果电子化并及时和一码通数据共享，3.各省的健康数据共享
"
108,12622704,海淀区区长李俊杰,海淀北部地铁问题,建言,交通,已办理,2022-01-13 15:25:50,北京轨道交通第三期规划已出，海淀北部一条地铁也没有入选。随着永丰和上庄人口越来越多，16号线不能满足出行需要，而邻近的回天地区地铁密度远远超过海淀山后地区。希望领导能积极推进19号支线等地铁落地，为山后地区服务。
109,12608962,海淀区区长李俊杰,海淀区用友路和永盛南路交叉丁字路口红绿灯坏了,建言,交通,已办理,2022-01-12 12:49:10,海淀区用友路和永盛南路交叉丁字路口红绿灯坏了，那块汽车横冲直撞，非常危险，特别是用友的班车，有红绿灯的时候也经常闯红灯。希望尽快把红绿灯修好
110,12552622,海淀区区长李俊杰,毛纺东路中间不通,建言,城建,已办理,2022-01-07 13:55:07,毛纺东路中间被堵了一堵墙，居民要去学府树北街或者小营西路还得绕一大圈，请问为什么路的中间会有一堵墙，能否打通？
111,12525865,海淀区区长李俊杰,海淀区朱各庄路交通拥堵 无独立的自行车道,建言,交通,已办理,2022-01-06 02:05:41,"朱各庄路只有两条车道，每天早晚高峰交通拥堵，没有独立的自行车道，自行车电动车与机动车混行，非常危险
建议：永定河北侧的步行道改成机动车道，目前这个步行道成了随意停车的地方"
112,12489718,海淀区区长李俊杰,道路标准标线问题,建言,交通,已办理,2022-01-05 08:55:45,"海淀区 温北路与白家疃西路丁字路口，道路标线存着问题。路口新设交通信号灯，但路口缺少左右转弯的分道标线，导致路口混乱，东向西左转车辆无法转弯，直行车辆需占用非机动车道才可直行。且该路口是海淀区人民政府门口的主要道路，应合理规划标志标线！希望领导们关注与解决！

"
113,12482090,海淀区区长李俊杰,公交中关园北站早高峰主路乱停车,建言,治安,已办理,2022-01-04 14:11:10,公交中关园北站比邻北京大学附属小学，每天早高峰8点前后送孩子上学的私家车停满了主路和辅路，造成由南往北行驶的车辆严重拥堵。横着停、竖着停、斜着停，车里还都没有司机。希望该学校和负责该片区的交警同事及时疏导。
