,序号,领导,标题,类型,领域,状态,创建日期,详细内容
58,16131024,海淀区委书记王合生,57中上庄分校到上庄路之间安装太阳能灯,建言,城建,已办理,2022-09-26 18:32:27,尊敬的领导，北京市海淀区上庄镇57中分校门口到望湖楼饭庄之间的道路没有路灯，晚上孩子们放学回家漆黑一片，旁边的村庄正在拆迁，对道路的影响较大，夜间道路对学生们放学安全构成了较大的危险，希望有关部门安装路灯，加强道路秩序的日常管理。
59,16130998,海淀区委书记王合生,上庄水库北段增加红绿灯,建言,交通,已办理,2022-09-26 18:28:15,尊敬的领导，海淀区上庄路上庄水库北段的路口必须安装红绿灯信号灯，各种方向的车辆和行人都有，人命关天的大事不能等，也不能放任不管，谢谢有关部门处理！
60,16125814,海淀区委书记王合生,虚假证书退费,建言,教育,已办理,2022-09-26 10:32:35,我于2020.5.30花费了3585元购买了北京市海淀区上地东路25号二层6单元，北京**教育科技有限公司的一级注册消防工程师课程，同年12.24日花费1980购买消防设施操作员课程。公司承诺包过，公司还承诺说证书考过以后给挂靠。后联系公司退费，均不予受理，对此不认可。我现在有理由相信北京**教育科技有限公司有限公司存在虚假宣传、希望相关部门协调尽快解决此问题，请调查处理。
61,16121213,海淀区委书记王合生,中关村广场建议能增加坑位洗手间,建言,城建,已办理,2022-09-25 18:57:35,中关村广场这么大，人很多，洗手间只有一个坑位，希望能多增加几个，以方便群众。
62,16120273,海淀区委书记王合生,京投发展岚山欺瞒业主,建言,城建,已办理,2022-09-25 16:42:40,"京投发展岚山项目，
1.与开发商多次沟通不给确定的工地开放日和样板间展示时间，一直打太极，等房子弄好了再开放再展示？那时候就没有任何意义了
2.物业问题，之前一直搪塞说物业公司未定，但肯定是四星级物业标准，我们的物业费也是奇高四五块，近期得知用的是他们自有的不知名小物业北京睿德物业管理有限公司，2019年成立的小公司，还美其名曰公开招标结果，我们业主都觉得有内幕，这物业公司配这么高物业费，我们质疑其物业服务等级水平。
，以上望政府为我们发声施压，保证我们业主权益，感谢！"
63,16116172,海淀区委书记王合生,国有土地住宅不适用宅基地腾退方案吧,建言,城建,已办理,2022-09-25 07:16:35,请问-西苑地区挂甲屯社区的腾退公告指的是集体土地非宅腾退，我家有北京市国土资源局颁发的大红本不动产证书，现在腾退组把我家划入了一期宅基地腾退，我家是国有土地上的房屋，所以不应该适用挂甲屯一期宅基地腾退方案吧。
64,16085418,海淀区委书记王合生,关于加装电动车库摄像头的联系,建言,治安,已办理,2022-09-22 07:59:38,海淀区西四环北路137号院电动车车库经常出现电动车配件被人为故意损坏情况，找不到人，能否加装摄像头便于索赔？
65,16077884,海淀区委书记王合生,小区物业给我办理车辆进出门证,建言,城建,已办理,2022-09-21 12:28:00,我是22年8月份购房新业主，每天开车回家进小区需要登记（与防疫无关），每天开车出门需要交停车费按小时计费，否则不能出门。（早7点到晚9点每小时收取2元，晚9点到早7点每两小时收取1元，停满24小时需缴纳33元）。原有业主有两种车辆管理方式：1是每月向物业交200元管理费，有固定车位，2是每月向物业交60元管理费，无固定车位。我找物业经理办理，物业经理的回复是两种方式都需要排队，这是物业管理规定。 有固定车位需要排队我可以理解，无固定车位的也需要排队我不能理解。因此恳请有关部门领导为我解决车辆进出门证问题
66,16060627,海淀区委书记王合生,小区里面有没有人行道了,建言,环保,已办理,2022-09-19 19:28:37,北京市海淀区定慧西里小区里面的车太多了，改造后进建了停车位，可是车辆违章停车现象严重，35号楼居民出行不方便，车位属于公共资源为什么收车位费还收保安费用，小区门口的保安室负责车辆的出入。千多个车位费用是否应该车辆管理有限公司和业主共同收益。小区里面的卫生情况也不太好，绿地堆东西！
67,16059787,海淀区委书记王合生,拖欠培训退费,建言,教育,已办理,2022-09-19 17:55:30,"我在桔**艺术教育培训机构中关村店（地址北京市海淀区知春路1**号银网中心a座801号 ）充值了10000元。后来因为疫情以及没有合适的时间上课等缘故很久没有上，与该机构协商退款，也已达成并签署了退款协议，合计退费6900元。但是对方迟迟不退费，每次打电话就以疫情为由，说没有钱退，之前说一个月退费，现在又说要6个月退费。在我表达不满之后，现在我直接就打不通电话了（就是听到一声铃声响就立刻断掉，不知道是否采用了拉黑措施）。我了解到其他桔子树机构的退款拖了有1年多的。我认为，钱是早就收走了的，不存在疫情原因不能退款的情况，又不是每上一次课收一次课的费用，他们之前收走的钱都干嘛去了，私自分掉了吗？为什么不能退款？

教育培训机构也不能一次性收取超过3个月或60课时的费用，他们收取的费用早就超过60课时了，更是超过3个月的课时费了（虽然是在2022年3月之前收取的，但是不退费这个问题也一直存在），希望有关部门能帮忙解决这个问题。教育培训机构一次性收费多，且不退费的问题存在很久了，在教育部和发改委出台对教育培训机构的规定之后，仍然拒不执行，国家和消费者协会也没有任何强制措施，任由他们拖欠费用。希望消协或监管教育培训机构的部门能帮我解决退费问题。#人民建议#"
68,16044306,海淀区委书记王合生,关于咨询邮电大学家属楼腾退等问题,建言,城建,已办理,2022-09-18 00:12:06,关于邮电大学院内筒子楼腾退问题，19年的时候还登记过说要腾退，后来疫情就没有下文了，楼比较老了公用，厨房卫生间 ，实在太不方便了，想问一下3年过去了有什么进展，如果实在不能腾退是否可以改造
69,16031919,海淀区委书记王合生,退款,建言,教育,已办理,2022-09-16 16:40:46,我于2020年10月在上海松江大学城与北京市海淀区跨考培训学校线下学校签订考研课程合同并缴纳学费给北京尚x跨考教育科技有限公司上海分公司，但该公司似乎于2021年暑期退出上海市场，之后由北京总部进行网络授课。根据合同内容，我未通过初试机构应给予我退费15000元。我于2022年6月按机构要求将包括纸质合同和单据在内的退费材料邮寄往北京机构总部，并告知我大概在九月才能收到退费。目前在微信上与其老师联系无人回复，且所有我已知的联系方式全部停机，希望查询该机构目前的状况，追回退款。
70,16030717,海淀区委书记王合生,房屋隔断安全隐患,建言,城建,已办理,2022-09-16 14:59:48,中介带我看房子，看到一个屋子住十几个人，阳台客厅厨房全是隔断全是人，里面都没有新鲜空气！
71,16019222,海淀区委书记王合生,希望督促学校统一购买学习用具,建言,教育,已办理,2022-09-15 14:23:43,"书记，你好！我是北京市海淀区一名小学二年级学生的家长。首先，要感谢国家双减政策，对我们家长也有一定的减少焦虑的作用。现在我们还想建议另外一个事情。
我理解现在学费是免除的，但是一些杂费，比如文具、作业本、美术课用品都是要家长自己出钱的。这些都没有问题。但是不知道是学校要保证不吃回扣还是怎样，现在所有的杂具都要家长自行购买和准备。比如写作业的本子，一年级要求36K的，家长买了一堆，二年级又要求22K的，或者家长没搞清楚22K是多大，买成36K的，不符合要求，又要重买。美术课用品更多，每星期还都不一样，一会儿是刮画纸，一会儿是马克笔，一会儿又要求准备豆子，纸盘纸杯等等。数学课也是一会儿要求立体形状积木，一会儿要求教学用钱，又有好多家长买的不符合要求，重新买。
这一个孩子上课用的基本用品都花费家长不少时间购买和每星期都要看着课表准备。这样已经占据家长很多的精力，并且准备的东西不符合要求也会被批评，还会影响孩子上课。我们家长经常要忙于应付学校的各种购买学具的要求，现在疫情期间，还经常不能按时收到货，又得奔波购买。而且购买的学具通常都会好多本，比如本子一买就是10本，结果又用不上，纯粹是浪费。
我们建议教育局能不能督促让学校统一采购？家长每年就交杂费就可以了。我们小时候都是这样的，孩子送学校以后，家长基本是不管的，学校都管上了。现在大家收入都高了，我想杂费大家也不会出不起。如果哪个家长不愿意交这个杂费，就让他自己采购好了。另外，如果是为了不允许学校吃回扣，那也应该是教育局监督学校的事情，是归教育局管的，而不是干脆不管了，把责任和负担都甩给家长来做。有些班级是有家委会来统一采购，但是还不是甩给家长来做吗？我们没有成立家委会的班级怎么办？#人民建议#"
72,16015402,海淀区委书记王合生,路边停车收费问题,建言,交通,已办理,2022-09-15 09:14:41,本人9月11日晚上六点左右到金源晚餐，车停在火器营西路路边。晚餐大约两个多小时，之后开车回家了。可停车计费系统直至现在还在不停地进行中，急需即可解决。我打电话，都无人接听。我该怎么办？
73,15966557,海淀区委书记王合生,关于地铁16号线发车间隔的建议,建言,交通,已办理,2022-09-09 18:30:29,亲爱的领导您好，地铁16号线的发车间隔时间过长，高达7-8分钟一趟，对于上班族来说十分不友好，因为错过这一趟要等很长时间，也会导致大量上班族的排队聚集。 对于地下的地铁，为何发车间隔如此长？ 还请领导体恤上班族的不易，考虑合理缩短发车间隔，方便大家出行，谢谢
74,15960475,海淀区委书记王合生,以执业药师报名欺骗报名费,建言,教育,已办理,2022-09-09 10:45:32,领导好，我是山东济南的，于2021年8月11日通过微信转账报考北京胜xx邦网校组织的执业药师培训和给报名服务共计缴纳学费4000元，由于北京胜xx邦网校当年未能按时履行报考义务，以各种理由拖至2022年9月9日又未能给报上名，要求退费时学校的服务老师已把我微信拉黑，感觉上当受骗了，实属无奈寻求政府帮助!
75,15956826,海淀区委书记王合生,海淀区金英杰医学公司承诺退费，但一直推诿,建言,教育,已办理,2022-09-08 21:40:23,2022年6月29日天津市口腔助理医师技能考试成绩出来后，按照金英杰和我签署的合同，我于2022年7月1日提交退费申请。金英杰工作人员承诺45至60个工作日到账，但是，2022年9月6日还没有收到，而且没有收到任何工作人员的回复。2022年5月26日，与金英杰工作人员沟通因天津疫情，无法正常参加培训，故承认可以退费，并且合同显示按照不可抗力原因，也可以退费。现2022年9月6日还没有收到退款。诉求：要求金英杰医学在12小时内完成退款。!!!!!!!
76,15954419,海淀区委书记王合生,望尽快开通宏丰西路一号院北门道路,建言,交通,已办理,2022-09-08 16:56:07,您好，我是宏丰西路一号院的居民，每天要接送孩子上下学，出了宏丰西路必经之路是画眉山路，但是那边早高峰5分钟的路段要拥堵半个小时以上。宏丰西路小区的北门道路，之前一直是开通状态，上下学及上下班高峰期可以走那边的道路，但是北门道路三年前开始修缮，到现在尚无开通消息，望领导能协调解决这个问题。因宏丰西路一号院小区并无配套幼儿园、小学、中学，交通问题会牵涉到很多个家庭，望领导重视。
77,15946632,海淀区委书记王合生,立新社区红四楼没有电动车充电桩,建言,城建,已办理,2022-09-07 22:17:23,如题，立新社区红四楼没有电动车充电桩，只有一个电池充电站，但是对于那些无法拆卸电池的电动车来说充电极为不方便，只能拿回家充电，给家人以及邻居带来了非常大的隐患，给社区反映了，社区只是说加强巡逻，但是加强巡逻并不能消除安全隐患
78,15936525,海淀区委书记王合生,罗庄西里每个免费车位请求喷漆警示,建言,城建,已办理,2022-09-06 23:06:34,罗庄西里9号楼里面的车位都是免费车位，但是私占情况非常严重，在此请求在每个免费车位的位置上喷字警示：免费车位禁止占用！的字样，以此警醒私占的住户这些车位不是个人私有的，没有理由长期侵占。私占现象没法避免，也不好管理可以理解，但是没有具体明确的要求和指示在那里，就是助长了这些私占住户的气焰，我们这些遵纪守法的公民却只能忍气吞声，这是何道理
79,15930624,海淀区委书记王合生,鸿运大厦物业管理极差 保洁员素质低下,建言,政务,已办理,2022-09-06 12:44:18,本人为在鸿运大厦内 租赁办公人员。海淀双清路鸿运大厦大堂内常年散发着嗖味，楼内的快递柜里更为明显，多次与保安不处理。 我目前公司在5楼，5楼没有垃圾桶，公司的垃圾需要走很远才能投放，非常不便利。5层的保洁员，每天都在捡纸壳子卖钱，堆得公共卫生间里都是，非常影响美观，整个卫生间都变成她的储藏间了。从不管理。今天我洗东西的时候不小心弄到卫生间地上，5楼保洁员在楼道里喊不知道哪个公司这么没素质，弄得到处都是。并进我办公室与我争论。请问保洁员不是给大厦卫生间公共区域打扫的吗？我是故意弄脏的？还是说我在这里租办公室，公共卫生间是需要我自己来打扫的？
80,15927137,海淀区委书记王合生,小区违章扩建开门打洞和圈占公共绿地,建言,城建,已办理,2022-09-06 07:24:42,"1西山美墅馆西区山仕轩19号楼一层业主将一层阳台上窗户拆除，更换成门 ，从户内直接侵入公共绿地，并将东侧50平方米和南侧80平方米，侵占共130平方米以上的公共绿地，用2米高以上黄杨树围起来圈占公共绿地，并在绿地南侧开了个花园大门，做为私家花园，

2.同时在一层窗前违建钢架结构阳光房（现在未完全建成，钢架已经搭建完成），宽大致一米和两米，长 4米，达六平方米，等待玻璃到位进行安装
3.在一层阳台窗变门后，延窗外扩建阳光房达宽1.5到2米，长4米左右，面积达六到八米，（现未完全建成，钢架结构已经完成）等待玻璃到位进行安装，违章扩建总面积大于十二平米。

4.违建扩建严重改变了原有设计规划的楼间距，从原来的17米缩短到10米，侵占了7米，达40%，改变了房屋规划设计。
此户将窗改变成门并违建，扩建，圈占公共绿地的住宅房产房本上是没有花园的，本属于公共区域的公共绿地被一层业主占为己有，破坏绿化草坪进行硬化，非法扩大和扩建自己的使用面积，致使与前楼的楼间距缩短了7米，达40%多，直接严重的改变了原有的规划，侵占小区其他业主利益，影响了其他业主的正常生活。

诉求:
恢复楼间距，依法拆除扩建和违建，封闭恢复阳台窗改门，拆除私圈的花园，恢复成草坪，恢复原规划。恢复其他业主的正常生活。
希望城管同志按照工作流程及规则，深入调查（查看房产房本，查实圈占绿地非此业主所有），秉公执法，认真负责，做保护老百姓利益的政府人员。
谢谢!"
81,15927081,海淀区委书记王合生,住宅与商业单独封闭，恢复原有规划出入大门,建言,城建,已办理,2022-09-06 07:14:42,"小区已经入住十几年了，常年不能封闭管理，商业和住宅混用一个南门（临时门，规划中是一个步行小门），商业经营多样化，幼儿园，会所，购物网站，都是人员密集行业，人员复杂庞多，商业往来车辆占用小区公共住宅车位，进入商业人员的和车辆随便进入小区，物业不能做到有效管理， 住宅和商业规划中是分开的，由于入住交房时小区规划的西门和商业的西门外道路没有建成，造成这种混常年用一个大门和难于管理的问题。 现在，小区商业和住宅西墙外市政道路马上开通， 正是商业和住宅完成原有规划的最佳时机。
诉求，完成恢复小区规划，开商业楼和住宅楼的西大门，并彻底分离，便于管理和完善， 现在小区正在重建西墙，正是开西门和封闭的最佳时间，解决长期不能封闭小区的困难，
希望物管会和当地街道向规划或地方政府提出申请，批准开商业西门和住宅西门，希望相关部门能够为小区解决是多年的管理混乱和完成原规划的实际问题，谢谢! 附件1.小区规划西门规划图， 附件2.小区重建西墙协议。"
82,15898780,海淀区委书记王合生,皂甲屯村美丽乡村建设和翠湖北路东延工程协调,建言,城建,已办理,2022-09-02 20:38:58,尊敬的领导，据海淀区上庄镇镇政府官微上了解，海淀区上庄镇皂甲屯村美丽乡村建设预计9月底招标，10月进场施工。而翠湖北路东延工程也在推进。两个项目对村内居民日常生活都有不小的影响，希望有关部门能不能统筹考虑这两个项目之间的关系，尽量减少施工对村内正常生活的影响。
83,15894905,海淀区委书记王合生,希望领导能够主持正义维护公平,建言,教育,已办理,2022-09-02 13:24:19,"本人于2022年8月24日报名北京新*教育科技有限公司的教师培训课程，在报名前贵公司工作人员告诉我369包过，课程很全很到位，考过后有证书补贴（其实只是某些地区有补贴），在我缴费之后加了贵公司另外一个工作人员并告诉我，我报的是基础班，那么全面的服务只能是VIP班的，前面那个人他压根没告诉我还分基础班和VIP班，也不知道原来基础班就是给我一些录播课让我自己学，VIP班是直播讲解。一开始我拒绝说经济不允许，他就一直诱导我报名，让我补4500，给我说包过。而且是付款后才给合同我看，都是一些霸王条款。在2022年8月27日提出退费，一共4869元，但各种推托，不予理睬。贵公司拿考教资欺骗，虚假宣传，诱导消费者进行二次收费，在这期间属于国家规定7天无理由退费，但多次沟通退费不予退费。
希望领导能够主持正义，维护公平。谢谢。"
84,15894219,海淀区委书记王合生,教易有道公司骗报名费,建言,企业,已办理,2022-09-02 12:05:45,"刚开始报名了执业药师后来又补钱上了vip班说有内部资料也一直没给。后来说有会计证交了3000块说三月拿证已经半年多了，换了三个班主任，现在人也联系不上打电话也不接
"
85,15886502,海淀区委书记王合生,关于2023非京籍幼升小租房问题,建言,教育,已办理,2022-09-01 16:51:07,您好 我看网上北京租房新出一个规定，从9月1日起，中介和长租公寓将通过全市统一建设的住房租赁管理服务平台完成租赁合同网签，自动提交登记备案。网签和备案的租赁合同不但受到法律保护，还可以享受到各种为租赁赋权的公共服务。比如租客可以凭备案的租赁合同作为依法申请办理积分落户、子女义务教育入学、公积金提取等公共服务事项的凭证，租客无需提交纸质合同，可避免“一事两跑”。这个影响明年非京籍幼升小吗？我这租住的农民自建房，没有房产证，办不了备案怎么办
86,15877168,海淀区委书记王合生,有限公司退费问题,建言,教育,已办理,2022-08-31 17:06:26,2022年7月份与开*吧联系退费问题。20个工作日将13472元费用退还给我。多次沟通，但是开*吧一直推脱不履行，多次沟通无果，本想确实公司有困难，同意换课到班主任老师对课程几乎一无所知，之后打电话仍维持退费原则，至今仍未退还。希望领导协助解决。
87,15867707,海淀区委书记王合生,举报群租隔断房,建言,政务,已办理,2022-08-30 18:36:20,"书记您好，北京市海淀区上庄镇清泽园21号院5号楼*单元501房间存在隔断房情况，原本为三室的房间被隔
断成了四室出租
隔断房存在安全隐患，疫情期间，不利于疫情防控工作
希望可以尽快解决，谢谢！"
88,15866328,海淀区委书记王合生,网课退钱,建言,教育,已办理,2022-08-30 16:12:37,本人于2022年2月16号在北京金*杰互联教育科技有限公司支付9l80元购买网课服务。后来告知我并不具备条件参加考试，网课关闭取消了，给我办理退费流程。金*杰公司一直拖延迟迟没有给我退钱，而且那个官网客服电话一直打不通，9l80元钱一直没给我退，钱是网贷借的钱，因为我是外地人。无法实地追讨钱款，求助政府帮我解决问题。
89,15865538,海淀区委书记王合生,北太平庄地区停车难,建言,交通,已办理,2022-08-30 15:04:23,"1、北太平庄地区人口密度大，居民停车难。提议与附近单位进行协商，在周末把单位停车场开放给社会使用。
2、北太平庄街道规划在文慧园15、16号院附近筹建立体停车位，时隔多年一直未开工，同期筹建的天兆家园的立体停车位都已开始使用了。提议尽快开建立体停车位。"
90,15865285,海淀区委书记王合生,建议中关村三小科技园分校门口红绿灯加装摄像头,建言,交通,已办理,2022-08-30 14:39:18,中关村三小科技园分校新校区将于近期开学，地点位于西北旺镇大牛坊路与大牛坊一环路交叉路口西北角。开学以后，将有许许多多的孩子在这里上学，放学，但是学校周边的交通信号灯很多都没有摄像头，导致很多机动车在行驶过程中发生闯红灯的现象，这种现象多次发生。而且，学校周边多处都是建筑工地，其中三小科技园分校所在校区的马路对面正是一处医院建设工地，有很多渣土车经常出没于此，而渣土车经常无视交通信号，导致时有交通事故发生。因此，建议交通部门采取一定的措施杜绝机动车闯红灯，工程车无视交通信号的问题发生，建议第一时间在大牛坊路与大牛坊一环路交叉路口安装违章摄像头，同时排查周边其他路口是否存在同样的问题，如有，要及时弥补。交通安全无小事，希望交通部门多多发挥督导作用。
91,15864413,海淀区委书记王合生,建西苑小区停车混乱，停车场环境脏乱,建言,城建,已办理,2022-08-30 12:56:52,建西苑小区车位不足，停车混乱，在非停车位很多住户用破旧自行车私占车位。主干道两侧停满了车，造成主路只能单向单车通过。停车场内的树木常年无人修剪，造成场内环境脏乱。为解决小区停车难的问题，可不可以在小区原有的停车场进行改造，新建多层的停车楼。
92,15834864,海淀区委书记王合生,海淀区50年代危楼改建,建言,城建,已办理,2022-08-26 21:05:17,"区委书记您好:
我们是海淀区翠微路甲九号院6号楼的居民。我们想通过这封信来向政府表达我们甲九号院6号楼60余户居民关于翠微路甲九号院6号楼筒子楼改建项目的诉求，我们通过这种合法的方式维护自身权益
对于您百忙之中抽空看到这封信，不胜感激。
1.翠微路甲九号院6号楼是1953年建的老式筒子楼，由于年久失修，早已属于危楼，在海淀区政府的关怀下，2021年也就是去年，海淀区政府把此楼立项为危楼改建项目。海淀区政府于2021年6月向居住在6号楼全体居民征求意见(一模)，居民同意改建率为100%。政府给我们甲九号院6号楼旧楼改建
这个对本楼居民的福利，大家感到非常高兴。
2.据街道讲甲九号院6号楼危旧房改建实施主体(建设单位)是海房投，我们甲九号院6号楼居民征求意见同意书签了已经有一年多的时间，大家在这一年多的时间里一直在关注这个事情，几个月前据街道讲，海房投正在筹措资金，现在，也就是在大家
签订征求意见同意书一年后，海房投突然说甲九号
院6号楼不具备施工作业面，没有改建的施工条件。
他们没有现场调研和勘察，没做规划设计，没做施工方案。就武断的说，此楼场地狭窄不具备施工条件。我们希望政府有关领导部门在甲九号院6号
楼改建这件事情上，要督促海房投或选派真正能为老百姓办实事的单位来完成此项工作。让甲九号院6号楼的全体居民早日拥有一个幸福的家。希望区政府能体谅我们的难处，并给予我们帮助。
以上便是我们的权益诉求，希望政府能够尽快给我们回复，再次感谢领导抽空看到这封信，不胜感激。#人民建议#"
93,15792360,海淀区委书记王合生,海淀区文津国际酒店退押金,建言,旅游,已办理,2022-08-22 15:55:30,本人6.9入住海淀区文津国际酒店，交了15000元押金，7.9退房后至今，酒店都没退押金。请领导帮忙处理。
94,15788757,海淀区委书记王合生,海淀区清华东路甲35号什么时候进行老旧小区改,建言,城建,已办理,2022-08-22 10:04:37,清华东路甲35号小区老旧，四五十处违建，何时能进行改造
95,15781184,海淀区委书记王合生,东北旺路和软件园二期南面的断头路何时能修通,建言,城建,已办理,2022-08-21 11:20:21,东北旺路和软件园二期南面的断头路都好多年了一直没打通弄得苗圃家属楼楼前经常堵车 道路狭窄还有隔离铁栅栏103号院的大轿子班车经常逆行回103号院很危险和不方便 现在苗圃家属楼楼前道路两侧还给安上绿色铁挡板弄的道路又进一步变窄了 我都不知道怎么想的怎么规划的 望领导尽快重视起来 如果涉及拆迁和改造赶紧给落实一下 尽快打通断头路
96,15776969,海淀区委书记王合生,柳浪家园规划许可证,建言,城建,已办理,2022-08-20 18:44:24,想问下海淀区规自委，柳浪家园的规划许可证到底怎么样了？
97,15768187,海淀区委书记王合生,世纪金源购物中心卫生状况,建言,文娱,已办理,2022-08-19 16:38:20,世纪金源购物中心，绝大多数厕所没有洗手液，没有卫生纸。跟保洁服务人员沟通，他们说上面领导不提供，在此特殊情况下，卫生状况比较差，不利于广大顾客的防疫和健康。
98,15767021,海淀区委书记王合生,海淀区笑祖塔院老焊轨厂规划改造问题,建言,城建,已办理,2022-08-19 14:38:43,京张铁路遗址公园已动工了，笑祖塔院老焊轨厂规划建成运动公园，至今没建啊！不是9公里全线贯通吗？笑祖塔院往南是居民，再南是杂草丛生的空地，2020年塔院居民组织腾退，至今没消息了，这边的规划是，修路还是？
99,15761939,海淀区委书记王合生,地铁太平湖小区物业管理混乱,建言,城建,已办理,2022-08-18 23:31:13,"地铁太平湖小区现划归首华物业统一管理，作为海淀区的老小区，存在多处公共设施年久失修。包括：自行车棚漏水，路面坑洼不平，走道胶皮脱落，单元楼没有门禁，存在较大安全隐患。
尤其是小区七号楼和八号楼的住户，近年来多次向物业反映缺少电动车充电桩，路面破损严重，均未得到妥善解决。首华物业对本小区的管理存在较大不足，希望区委领导能帮忙解决电动车充电等燃眉之急。#人民建议#"
100,15751726,海淀区委书记王合生,补缴社保,建言,就业,已办理,2022-08-17 22:29:21,领导你好  我与2019年 11月10日入职食**源餐饮管理有限公司 与2022年2月14日离职   招聘我们的时候约定的工资是全职6000元 在上班期间给我们签订的计时劳动合同  我就想问一下就我们这种情况 能给我们补缴在哪里上班的社保吗 要是能该找哪个部门解决 下边图片是我的合同 和部分工资流水。
101,15746765,海淀区委书记王合生,北清路中关村壹号附近银杏大量枯死黄叶现象,建言,环保,已办理,2022-08-17 13:40:07,"书记，

您好，自7月上旬依赖，中关村壹号的北清路路段出现不少银杏发黄枯死现象，影响道路景观，请园林部门协助检查救治一下。"
102,15740922,海淀区委书记王合生,关于非京籍幼升小社保断缴补缴问题,建言,教育,已办理,2022-08-16 21:48:19,2022年关于非京籍幼升小海淀要求需提交2021年9月到2022年5月的社保证明 并且是按月连续参保的 补缴的不与通过 入果是我一直在同一个单位正常上班 我以为自己的保险是正常缴纳的 但是公司原因存在了补缴问题该怎么办？
103,15738779,海淀区委书记王合生,九价疫苗不安排接种,建言,医疗,已办理,2022-08-16 17:25:41,"本人于去年九月在呼声公众号上预约hpv九价疫苗。并于21年9月，12月完成第一，第二针接种。
但第三针接种迟迟未安排接种。现距hpv一年有效期只剩不到一个月时间。
联系该医院，医院以停诊为由拒绝，并推给呼声公众号，让联系公众号安排其他医院接种。并未提及疫苗转接办法或退款方案。呼声公众号也迟迟未有回应。
现希望太***医院或呼声公众号能在一个月内解决本人的九价第三针接种及其他事项。"
104,15734769,海淀区委书记王合生,退还我学费5980元,建言,政务,已办理,2022-08-16 11:03:29,尊敬的领导：我是一个67岁的老人了，6月20号北京米*教育科技有限公司和北京伯*堂合作，何*宁直播间卖“头像密码解读实战营”课程，以学习完课后返还全部学费为诱饵，误导我交了钱，7月14号一个叫晨*老师的发来信息，说这次不建群学习自学，然后消失，我这才发现受骗了，7月15号向米*客服申请退款，按照《中华人民共和国消费者权益保护法》第二五条规定：经营者应当自收到退回商品之日起七日内返还消费者支付的商品价款。我从7学15号向米*客服申请退款，客服说公司有困难短期内无法兑现退款，米*教育无视法律的尊严，开出霸王条款请领导您管理一下这不良商家吧，尽早退还我的学费，这是我的养老钱，谢谢您了！
105,15726619,海淀区委书记王合生,投诉,建言,教育,已办理,2022-08-15 15:09:49,2020年8月17日，我在星*教育报名了健康管理师考试，负责老师明确表示证书全国可查，45天查不到全额退款。2022年4月11日收到证书查询不到，负责人要求我等待45天后再查，查不到全额退款。2022年7月17日，再次查询依然无果，陈老师回应周一上班看一下后再也没有消息。2022年8月12日，再次查询国家技能认证，仍无信息，且机构负责人陈老师全天未回复消息，不接电话。#人民建议#
106,15725145,海淀区委书记王合生,北京地铁15号线六道口站空气混浊,建言,城建,已办理,2022-08-15 12:15:15,北京地铁15号线六道口站地下空间空气混浊，霉味十分严重，望进行空气检测并予以治理，保护工作人员及乘客的健康安全。
107,15721935,海淀区委书记王合生,要求退款,建言,教育,已办理,2022-08-15 01:53:38,"尊敬的领导：
                     您好！
       该公司业务员去年7月称医考他们有保送名额，有特殊政策，可以免试拿到助理医师资格证书，3500元的价格3～6月包下证，不过全额退款，后面只需等待，证书下来之后直接邮寄给我。
       我在医美机构做咨询顾问，后面听我们医师说这是不可能也是不合规，我觉得我是被骗了，后面我都换工作不需要证书，一直都在要求退费的时候，该公司对接人多翻推脱，到现在已经有一年的时间，已经严重超过协议承诺时间，我也并没有收到证书。
         现在我与当时的业务员已经完全联系不上，请领导给予帮助，要求全额退款！谢谢。"
108,15718983,海淀区委书记王合生,请帮帮一个宝妈退学费,建言,教育,已办理,2022-08-14 16:17:40,领导们：您们好！我2021年7月份报名北京**科技有限公司—保育员培训课程。交了3500元，签订了协议。协议中说6个月若没办证下来，就全额退款。我正常申请退款，到现在一年时间了，商家到现在也不给退费，就是不停的欺骗推脱，现在无法联系到商家任何人。我就是个普通孩子妈，学费都是家里辛苦血汗钱，期望领导们给予解决。还有很多跟我一起受骗的学员，请领导们一定要为我们主持公道。
109,15710544,海淀区委书记王合生,海淀区月泉路城建四公司生活区老旧小区,建言,城建,已办理,2022-08-13 12:09:35,书记您好  该区域为多年老平房，虽然外墙简单粉刷，但依旧存在区域变压器跳闸问题，特别是夏天和冬天，存在重大的安全隐患。周边是八家嘉苑和双清苑，这片棚户小平房区域影响市容。并且，因为从该区域进去五环主路，因这片区域的原因经常造成拥堵。请问领导，该区域何时能进行棚户区改造和拆迁，因为城建四公司历史问题一直拖着得不到解决。从一开始的周转房住1年，变成了20多年没有得到解决了。希望得到领导的回复，感谢！
110,15706386,海淀区委书记王合生,青棠湾公租房入住咨询,建言,政务,已办理,2022-08-12 19:48:50,"个人需要具备什么条件才能入住青棠湾公租房啊？如何办理手续？
"
111,15701638,海淀区委书记王合生,小区圈地占地,建言,环保,已办理,2022-08-12 10:29:57,北京市海淀区上地街道厢黄旗路万树园小区单元门前私自圈地种菜问题严重影响居民生活，希望可以解决问题
