,序号,领导,标题,类型,领域,状态,创建日期,详细内容
54,15642118,朝阳区区长吴小杰,投诉北京小步大成科技有限公司霸王条款,建言,教育,已办理,2022-08-05 09:06:54,"尊敬的区长，你好，我是来自湖南株洲茶陵的一位全职宝妈，孩子才一个月，今年7月购买了小步在家早教的0-3岁早教课程，使用花呗支付，因本人花呗超额无力还款申请退课，没想到小步早教机构各种推诿，拖延退课费用，以下是我对小步早教的投诉问题：
1. 存在诱导消费及欺骗消费者：销售客服在销售过程中以不好，不适应无忧退款等条款提醒消费者可以放心购买，力推大量囤课，（deep课程3年无忧卡）。 从未提及如果退款需要多少工作日。 2.退款流程只能联系线上客服，沟通至今，软件课程显示已退费，却被告知要等一年也就是明年5月才会返还费用，询问客服退款问题的回复永远都是请耐心等待，并且该公司没有投诉的渠道。 3.网络搜索后，大量关于小步投诉都是退款拖延至今未果。 
尊敬的领导，请您一定要帮帮我，我一个人带孩子，没有收入，无依无靠，经济十分困难，恳请领导主持公道。"
55,15621118,朝阳区区长吴小杰,酒仙桥北路机电总厂公交站附近井盖严重松动,建言,环保,已办理,2022-08-02 19:55:54,朝阳区领导您好！我是酒仙桥北路北窑地小区临马路居住的一名住户。近几天经常被马路上的井盖声干扰难以入睡，以往声响并不明显，就最近几天开始声响超级大，像砸铁块碰撞的声音。经我多次的观察，发现安徽板面招牌（垃圾清洁站旁边）前的马路中间偏北的一个井盖出现了挺严重的问题：井盖与路面衔接处的铁栓经过长时间碾压被弹的不知所踪，导致井盖的栓口高于地面2、3公分。如我上传的图片可知，只要有行驶车辆碾压井盖就会被翘起再弹落，我认为长此以往不修理的话不仅会造成严重的交通事故，且位于居民区也是严重扰民啊。希望领导能帮助解决此现状，也希望领导让相关工作人员协助，给附近的井盖做个全面检查。以防此类情况再次发生！在此先表示由衷的感谢！
56,15590450,朝阳区区长吴小杰,为了优美环境可否放置垃圾桶？,建言,环保,已办理,2022-07-30 14:16:35,"1.朝阳区四季星河西路自东侧星河湾西门，西侧联通公司青年路分公司，至北上路止。两边绿地基本建成。环境已经大改善。
2.但至今未设立公共垃圾桶，在道路两侧尤其西侧，街心两亭子，周边区域，环境十分不堪，狗屎满地，一次性废物满地。另可见绿化环卫工人不定期打扫，但间隔时间太过漫长，且不够细致认真。人员流动过大，无法及时清理。
3.建议在适当位置安放垃圾桶，以方便大家可自觉投放废弃物做到环境治理自觉的可执行性。"
57,15588938,朝阳区区长吴小杰,离职待业状态党组织关系无法落在人才中心,建言,政务,已办理,2022-07-30 10:34:24,"户口在北京市朝阳区，离职后将档案和户口转到朝阳区人才中心，但是中心不接收党组织关系。
离职后单位需要将组织关系转出，没有固定居住地社区无法接收。"
58,15581123,朝阳区区长吴小杰,北菜园拆迁2022,建言,城建,已办理,2022-07-29 10:23:53,"北菜园是建于上世纪60年代的小区，各种管道早已老化，年久失修，存在诸多安全隐患（实际已经发生过两次事故），两次拆迁计划均未实施。多处违建也无人管理。已有8成住户同意拆迁。2022年这次拆除计划未能实施的原因之一是违建的住户不接受分配计划，想要用违建换取大面积房屋被拒绝，而不同意签署拆迁计划书。
现在的居住环境苦不堪言
如何解决违建是能否成功按计划进行拆迁的关键，但根本没有部门愿意管理，为了居住在北菜园的大部分居民的利益，还请领导帮忙解决#人民建议#"
59,15563882,朝阳区区长吴小杰,培训机构收取巨额培训费提供劣质服务,建言,教育,已办理,2022-07-27 15:47:00,参加北京市免费的机器人比赛，北京童*童美科技有限公司称他们熟知比赛规则，故付13800元参加培训。该机构在北京疫情期间，公然违法疫情防控要求，偷摸把6.7个孩子塞在一个不足十平米不带窗户的房间进行所谓培训，一个老师带，同时还要兼顾因为隔离不能来的孩子线上培训，环境恶劣，效果极差。在初赛结果出来近一个月以后，决赛都已经比完的情况下，才告知我初赛结果。质问为什么这么晚告知，说去申诉了，让他们提供网上申诉截图，提供不出来，又改口说组委会刚给他们比赛结果。决赛比完了组委会才给你初赛结果？完全是谎言！比赛中的扣分点是孩子并不知道的规则，在调试时老师说不用管。在比赛中因此被扣分后，又改口说这是默认规则？！该机构负责人态度恶劣，回答不出质问就嚷嚷:“只要你参加了培训，就得给钱。”投诉该家机构收取巨额培训费，提供劣质服务，还满嘴谎言推脱责任。
60,15547694,朝阳区区长吴小杰,退费日期一直延长,建言,教育,已办理,2022-07-25 22:48:13,2022年4月17日通过支付宝花呗付款购买了小*在家早教课程2388元当时对方承诺30天免费试学退课无忧，试学期间发现孩子对课程内容不感兴趣，在4月25日申请退课，客服说了45个工作日退款的。直到5月20日问客服说退款日期是9月30日去了，我没说什么就一直催到了7月18日问客服说退款日期到2023年2月20日，我不能理解凭什么在不告知我的情况下退款期一直延长，为了维护自己的合法权益希望同过以上方式退会自己2388元。望领导们给予帮助谢谢。
61,15495117,朝阳区区长吴小杰,教育机构培训费跑路,建言,城建,已办理,2022-07-20 10:17:33,"朝阳区领导您好，
我是上百位被骗的朝阳区家长之一，位于朝阳区豆各庄1号幸福七和文创园B区02号楼一层101室的体育壹*分教育机构，注册公司名称为永*利通体育文化发展（北京）有限公司，该机构恶意诈骗我们为孩子报名运动培训的学费后数额高达百万元，以新冠疫情为名迟迟不开课，实为注销跑路。

法人郭*正在转移资产，我们强烈要求政府出面追索我们的学费！！！我们作为家长的并不愿用这种方式来解决问题，留言也确属实无奈之举。"
62,15386966,朝阳区区长吴小杰,增设黄网格线，禁止车辆逗留,建言,交通,已办理,2022-07-10 15:41:10,朝阳区潘家园眼镜城位于三环东路，大门口开在三环辅路。每到周末，大量车辆在大门口临时停放，造成交通堵塞，使得辅路进入主路的车辆、辅路直行车辆都无法正常通行。建议在此路段可以设置一段黄色网格线，不允许在黄色网格线内排队逗留，这样就避免了在此路段随便停车的问题，有助于缓解此段交通拥堵。
63,15386837,朝阳区区长吴小杰,在潘家园立交桥东增加掉头出口,建言,交通,已办理,2022-07-10 15:24:35,松榆北路建工小区里有一个小学校，早晚高峰大量开车接送孩子的车量，必须通过一段交通拥堵路段（公交车站）到建业苑小区东门才能掉头西行，无形中更加大了交通拥堵。建议在建工小区的出口，也就是现在的人行横道，新增一个掉头开口，提前分流左转车辆，避开公交车站拥堵路段。但为了避免这个开口与建工小区门口直接形成十字交叉口，可以把这个开口东移20米左右，离建业苑小区西门也大概20米左右。这个口设置为单向掉头，只允许向西行驶的车辆掉头即可。这样建工小区车辆出来，仍然只能右转，需要掉头的车并入左车道去掉头即可，就不必再穿过拥堵路段到前面掉头了。
64,15362353,朝阳区区长吴小杰,黑泉路南端自行车道照明问题,建言,城建,已办理,2022-07-07 23:11:59,"黑泉路南向北在林萃桥以北的自行车道有一段是桥下（详细位置如附图所示），而且两侧都有高大树木，又没有路灯，晚上一片漆黑，骑车具有很大危险性，建议加装路灯。
其实路东面紧挨着奥森北园，公园内部是有灯光的，只不过灯光朝东完全照不到外面路上，但是据此推断一定是有现成的电线，只需要架设路灯即可。
望领导解决此安全问题。"
65,15339045,朝阳区区长吴小杰,康家沟路、甘露园南里路、自空间路多处坑洼,建言,城建,已办理,2022-07-06 09:48:05,雨季到了，这条路多处大坑，雨天积水，有很大的安全隐患，望尽早修复！
66,15325901,朝阳区区长吴小杰,京棉二厂小区道路年久失修，雨天积水问题反映,建言,城建,已办理,2022-07-05 10:22:05,"您好，
十里堡西里119号楼、118号楼 （京棉二厂小区）门外道路年久失修，十分难走；雨天会出现严重积水，不便于行走；小区内的年长者如需推轮椅到八里庄社区医院，走这段道路时，也极为费力，请区领导酌情考虑进行修缮更新，方便小区居民出行，提升生活幸福感。"
67,15251586,朝阳区区长吴小杰,金长安西门对面工地私自设置栅栏圈地,建言,城建,已办理,2022-06-28 20:12:05,金长安对面工地私自设置栅栏圈地，如果说把工地门口设置栅栏可以理解，但是门口50米全部设置成栅栏，我想问下经过路政和交管同意备案了吗。
68,15150066,朝阳区区长吴小杰,融科橄榄城公交车占用右转车道,建言,交通,已办理,2022-06-20 10:54:33,您好，445路，536路，538路融科橄榄城站点设置在了阜通东大街往阜安路行驶的右转车道尽头，每次都需要跟前面直行车辆一起等红绿灯，给行人造成了诸多不便，还请协调处理感谢！
69,15144221,朝阳区区长吴小杰,贯彻市里政策开通世豪家园西门减少去地铁距离,建言,交通,已办理,2022-06-19 18:32:17,朝阳区十八里店乡世豪花园建于上世纪90年代，是村里在出让为国有土地出让后建的小区，虽为城镇化地区但一直归老君堂村管理，小区居住有1000多人，但并非老君堂村人。小区20年来一直无市政规划道路无市政自来水，周边商店超市都属于老君堂村。疫情期间老君堂村封闭管理，非村民禁止进入超市买菜，导致周边没有超市可以买菜。十八里店地铁开通后，小区没有西门只有东门导致去地铁需要绕行老君堂新村道路，但老君堂村在道路两头布满保安并进行人脸识别禁止村里以外的人通过，而绕行另一条路需多行2点多公里。以前世豪花园与君堂好园小区之间有一道小门，方便两边居民去地铁、公园出行和买菜，最近君堂好园小区私自焊上小门，移走台阶，导致世豪花园居民只能从东门绕行去地铁非常远。根据北京市交通网最新规划，城市要跟着轨道走，加大绿色出行比例，地铁站周边800米要覆盖全市50%的居住人口，世豪花园小区西北边预留有规划的西北门，现在急需开通，距离地铁将减少绕行2点多公里，希望能够急居民之所急，解决世豪花园居民上班出行时间太长的问题。建议重视城镇化诉求，加快城镇化实施进度，便利居民出行，建设市政道路和自来水。
70,15007934,朝阳区区长吴小杰,北京市中医医院垡头院区选址,建言,城建,已办理,2022-06-08 06:37:21,尊敬的区领导：我是朝阳王四营新楼盘的业主之一，去年年底购买新房时查阅了网上资料，说焦化厂污染历经数年，已经完全治理好了，并经过环保部门多次检测，可以建医院、学校和居住。听说北京市中医医院垡头院区建在小区周围，就决定买房了。但最近听说由于仍然存在污染，原定北京市染料厂的院址需要另选。请问一下，到底焦化厂污染治理好了吗？出于对政府的信任，我倾注一生心血买了房子，在这样的环境中居住安全吗？因为焦化厂污染治理好了，政府准备发展这块土地了，要建医院、学校、公园和饭店了，所以才投资买房。
71,14971892,朝阳区区长吴小杰,建议常态化核酸检测点适当增配鼻拭子采样选择,建言,医疗,已办理,2022-06-04 22:43:00,尊敬的领导您好，本人居住于朝阳区，属于咽部极度敏感人群，在进行核酸检测采集咽拭子时通常比较困难，呕吐情况比较严重，多次采样都没法采集成功，既污染环境又影响效率，经常会耽误到医护人员和其他市民的时间。之前本人只能选择去寻找部分提供鼻拭子检测的公立医院自费检测，但上班人群较难赶上医院的检测时间。鉴于北京市疫情正处于关键时期，乘坐公共交通及前往公共场所乃至进入小区均需要48小时核酸阴性证明，而北京市常态化核酸检测点通常采取口咽拭子采样，随着检测频次的增加，医院并不能保证预约到近日号源，而且距离较远来回很不方便。希望领导考虑针对咽喉敏感、对咽拭子有应激反应的人群，在常态化核酸采样点可适当增加配备鼻拭子采样器，以便我们这类人群在受检时能够多一项选择。谢谢！
72,14886590,朝阳区区长吴小杰,小区门口有个树坑里面没有树木,建言,城建,已办理,2022-05-28 14:44:47,朝阳区北苑家园绣菊园小区东门18号楼的便利蜂门口，有个树坑里从去年开始就没有树了，连树根都没有。我翻看了百度地图在2019年2月拍摄的实景地图，这个树坑当时是有树木的。不知道是园林局移走了还是什么人偷偷砍了。这个树坑里时常有污水，招致蚊蝇产卵，烦请相关部门调查处理，能重新种一棵树当然挺好的。
73,14626188,朝阳区区长吴小杰,建议所有公共场所严禁吸烟,建言,环保,已办理,2022-05-11 19:54:11,疫情期间，要求大家在所有公共场所都带口罩。但是很多人在大马路上、公交车站、公园等公共场所吸烟。烟味直接跑到口罩里，非常难受！特别是小孩子，也不知道摘下口罩把烟味散出。疫情期间摘口罩散烟味也有很大风险，我建议所有公共场所严禁吸烟。
74,14624950,朝阳区区长吴小杰,北京中医医院新址选址能否有进展？,建言,城建,已办理,2022-05-11 18:52:48,领导您好：北京中医医院选址搬迁问题拖延10年一直没有进展，从最初的垡头到近期的黄厂一直悬而未决。黄厂地块在结束3月24日截止的公示期后已经过去近两个月，朝阳规划部门的答复还是在收集整理意见，希望督促政府部门能提高工作效率，尽快把事情推动发展，早日对群众公示结果！
75,14585737,朝阳区区长吴小杰,建议,建言,城建,已办理,2022-05-09 22:21:05,领导好，做为市民，我们很理解和支持朝阳区的防疫政策。装修也属于民生工程，我们现在租房居住，装修延误涉及到不能及时入住，租约到期无处居住等问题。建议朝阳区第三轮全区筛查后明确装修政策。请领导考虑老百姓的实际困难，谢谢！
76,14577529,朝阳区区长吴小杰,北苑家园清苑路上加气站的使用,建言,治安,已办理,2022-05-09 15:02:44,"近年来，朝阳区来广营地区的建设值得称道，就是有一处消防安全问题，想咨询和建议一下：
北苑家园清苑路上有一处北苑家园公交总站，此站同时应该也是一处加气站，不知道加气站是否安全？因为这附近人口密度非常巨大，加气站四周高层住宅楼林立，还有一处公立幼儿园在加气站边上，如果加气站有安全隐患，不出事故则好，一出绝对是大事件，所以想请市委市政府务必关注和重视起来，并做好日常安全维护，而最好是不要在人口如此密集的百姓聚居地方设立加气站，以杜绝安全隐患，感谢。"
77,14566812,朝阳区区长吴小杰,诚恳建议高碑店丽景馨居室外核酸检测,建言,医疗,已办理,2022-05-08 23:13:19,"人民政府相关职能部门，您好。
核酸检测进入常态化，侥幸心理要不得。
建议北京朝阳区高碑店乡丽景馨居社区居民核酸检测室外进行。检测点，115公交车场尚未启用，室外检测非露天，南北通透“空旷”，类似两头没有封闭完全的大车间，场地面积允许，“人员流动”链允许多种选择。"
78,14532414,朝阳区区长吴小杰,朝阳区疫情封控问题,建言,医疗,已办理,2022-05-07 09:53:05,"领导您好，目前朝阳区疫情防控政策很好，可是仍有小小建议。
1.关于居家办公的要求不是很明确，针对家住朝阳的外区上班人员，单位不允许居家办公。
2.由于地铁公交封站，无法正常上班，也无私家车。只能选择打车出行，打车上班往返需200余元，价格昂贵。且朝阳路以南早高峰期间打车较难。
3.建议居住在朝阳路以南的疫情较为严重地区居民，扩大居家办公范围，且需政府提出明确居家要求，工作单位才会按要求执行。"
79,14516652,朝阳区区长吴小杰,建议在疫情期间调整北京路边停车收费标准,建言,交通,已办理,2022-05-06 13:35:22,"您好，我是朝阳区小营路育慧西里社区的居民，现在有问题望区领导可以考虑：我所居住的锦绣馨园小区由于车位紧张，私家车需要经常停到路边电子收费停车位，平日的主要停车时间是晚上18：30-早上7：40，这个时间段停车费有封顶价格，一般在5-12元左右，尚可接受，周末时间由于小区内停车位紧张，车辆经常需要停到小区外车位，这就造成了高昂的停车费用，我大概算过每小时的停车费8-9元，一天下来将近百元，而且我们附近写字楼很少，大部分车辆都是周围居民的私家车，区领导是否能考虑调整这个区域的白天时段和周末时段的停车费用，谢谢。
#人民建议#"
80,14445101,朝阳区区长吴小杰,朝阳区的停车管理混乱,建言,交通,已办理,2022-05-01 11:42:17,领导:朝阳区双井、百子湾地区的路边停车混乱，大多数路段基本没人管理，造成机动车随便停放，影响通行，比如去年开通的百子湾南二路已经变成了一个停车场，建议交管部门加大管理力度，该让停车的地方尽快安装电子收费设施，不能停车的地方强化管理，加大处罚力度。整个朝阳地区路边停车管理与其他区差距较大，相关部门可以学学东城区的做法。
81,14435511,朝阳区区长吴小杰,来广营北路公交站点,建言,交通,已办理,2022-04-30 16:14:13,领导，来广营北路基本建设完成，沿路939、855公交是居民去温榆河公园等主要交通工具，以下问题反映一下。1  目前该两趟公交车站点名称，到温榆河公园仍是炼油厂，沙子营村南等名称，初次去公园搞不清楚了   2   沿路公交站点，许多在草地上，踩踏草坪还下雨是泥   3  公家车站点遮雨等设施尽快完善。谢谢
82,14264264,朝阳区区长吴小杰,朝阳区安家楼拆迁问题,建言,城建,已办理,2022-04-21 17:31:40,领导我们这里城中村房子太破了！总是说历史遗留问题，希望领导能够解决这个事情，新房不让建老房子太危险了。
83,14255431,朝阳区区长吴小杰,酒仙桥北路行道树,建言,城建,已办理,2022-04-21 08:18:43,领导，你好。随着气温的逐渐升高，位于酒仙桥北路两侧的行道树被蚜虫等害虫严重侵害，走过时树胶、害虫如同下雨一般落在行人身上地面长期附着一层黏糊的物质。对过往行人、车辆造成很大影响。本应作为提升城市整体环境的行道树，现在成为了破坏环境挡道树。望能联系相关部门领导处理，谢谢！
84,14192502,朝阳区区长吴小杰,关于对《金桐西路项目征收手册》的反馈意见书,建言,城建,已办理,2022-04-17 09:20:43,"《金桐西路征收项目宣传手册》自2022年4月8日公布后，涉及本项目被征收居民们在仔细学习手册后，提出很多质疑，各家情况都较为复杂，总体来说大家都不太愿意被拆迁。
为此，向朝阳区政府及朝阳征收中心提出以下意见:
一、《项目征收手册》设计不合理，安置房源与被征收房屋的综合对比数据差异过大
   金桐西路项目坐落在朝阳CBD中心区，地理位置优越，相关配套设施完善，在交通资源方面：紧邻地铁多条地铁线，地上交通也四通八达；在医疗资源方面：毗邻朝阳医院、儿研所等；在教育资源方面：被征收楼宇配套白家庄小学和北京市第八十中学；在生活配套资源方面：被征收楼宇周边商业发达，紧邻世贸天街、悠唐、三里屯等多个大型成熟商圈。纵观北京市历年来各类被征收项目都无法比拟金桐西路项目征收地域的市场价值。
而当前的《征收方案意见稿》所给出的可选房源位置之偏远、可选择面之单一、房屋调换价格之高昂以及房源配套设施之不足，都普遍使居民们没有感受到房屋置换后的生活品质提升，反而感觉到出现未来生活质量会明显下降。
二、手册缺乏科学性，未体现公平、公正
如简单地与本市征收过的“永安里旧城改建项目”、“星火高铁站征收项目”相比，本次《征收方案意见稿》除了未考虑金桐西路有别于上述项目的独特区域价值外，方案中提到安置房无论从房源质量、性质还是从调换价格上都严重缺乏科学性、公平性。
因此提出如下关键解决建议：
一、	不同意《金桐西路征收项目手册》的征收原则和方式的安排，要求重新调整方案并召开听证会。
二、	就金桐西路项目后续孩子入学问题，通过12345征收入学政策咨询后，如果朝阳区政府对这个项目没有明确的政策下达，则将来未入中小学孩子仍需要通过看房本、看户口后来划片执行。也就是以后没有了两栋楼的房本的业主，孩子们将按照无法划片入学白小、八十。因此建议政府要按照被征收前具有学区资格的所有户籍，要求保留学区资格不低于10年，保证已出生或将要出生的孩子能够进入中小学，具体可由朝阳区政府向朝阳教委下发红头文件或与被征收人签订相关书面协议予以解决。
综上，我们根据金桐西路项目两栋楼的实际情况要求朝阳征收中心重新调整方案，并组织召开听证会！"
85,14128404,朝阳区区长吴小杰,违章占用非机动车道,建言,交通,已办理,2022-04-14 12:20:09,兆泰国际中心A座正前方，该墨绿色电动三轮车长期占道、违章停放在二环辅路（南向北方向）非机动车道，造成通行受阻。请核实处理。
86,13946825,朝阳区区长吴小杰,朝阳区黄厂路违章停车,建言,城建,已办理,2022-03-29 08:55:40,尊敬的区长您好：我现居住朝阳区黄厂路4号院恒大御景湾小区，每天黄厂路上都有好多辆车违规停到路边，黄厂路是上下两车道本来就很窄，要是路两边都停了车以后剩的空间公交车都很难通过。小区居住的老人也挺多怕到时有急事阻挡急救车辆通行。恳请领导关注治理一下。谢谢！
87,13922114,朝阳区区长吴小杰,沿海赛洛城金海花园中街道路两侧乱停车问题,建言,城建,已办理,2022-03-26 19:43:41,"1.多次反应，虽然交管部门进行整治，不到几天依旧是乱停乱放，严重影响居民出行
2.整治力度不大，不能形成持续性
"
88,13909178,朝阳区区长吴小杰,希望城建一个菜市场或者大型超市,建言,城建,已办理,2022-03-25 15:09:04,领导你好，我是朝阳区东五环豆各庄乡绿丰家园小区的一名业主，从搬入小区到现在居民买东西严重不方便，小区周边也没有菜市场或者大型超市，一般买东西还得开车或者坐车出去好远去别的地区菜市场或者大型超市，年轻人有车出行还好，要是上了年纪的老人出行就不是很方便了，平时小区的公交车就那么两辆，还不是那么方便，希望城建一个菜市场或者大型超市，公共交通能够开发多条线路可供选择。
89,13875783,朝阳区区长吴小杰,请问北京朝阳站北侧高架能否设置公交站方便乘车,建言,交通,已办理,2022-03-22 19:55:41,"一，问题起因：北京朝阳站由于各种条件限制，近期听闻北京朝阳站交通枢纽存在继续延期的可能，可能还需要一年以上的时间用公交来接驳，那么能否通过优化公交在北京朝阳站的停靠，来提升乘客乘车体验

二，问题描述：现状从公交车进站只能从东侧广场进站，进站需要走下地道穿越整个车站，再前往西侧安检上高架层进站，需要多次上下扶梯，同时步行距离较长，因为公交的道路路况限制，因北京朝阳站未通地铁，且主要接驳公交存在酒仙桥堵点，经常碰见乘客因堵车而发生的延误乘车，或者时间非常紧张需要跑步穿越车站的情况。如在北侧高架设立公交站台，乘客可下车直抵车站高架层，可以节约乘客约8分钟进站时间，同时分离公交乘客进出站流线，形成高架进站，东侧广场出站的单向乘客路径，应该还可以让东广场公交港湾腾出空间接发更多公交。

三，车站路况：现状北京朝阳站北侧高架东西道路相通，目测具备公交车从西侧高架驶入，东侧驶出，或从东侧驶入，东侧驶出的条件，所以个人建议在北京朝阳站北侧高架增设公交站点，方便旅客从公交车前往车站。

四，具体实行建议：首先将北京朝阳站北侧高架贴近北进站口的下客车道设置为公交专用车道。

如专194路、911路，停靠“姚家园西里中路北/姚家园北一路”车站后，经姚家园北二路上朝阳站北侧高架，上在高架后经高架上道路转到最南侧停靠下客，车站可命名为“北京朝阳站北”，再由东侧驶出高架，返回原线路，停靠“将台洼南”“北京朝阳站”，等待返程

如413路和地铁摆渡线，经西侧高架路进入北京朝阳站北侧高架，在高架最南侧停靠下客，车站可命名为“北京朝阳站北”，再由东侧驶出高架回到场站或返回原线路，停靠现有“北京朝阳站”等待返程。

如专195路，待东坝南二街具备条件，停靠“梵谷水郡小区南”后，经东坝南二街，星火西路，并增加沿途车站停靠，经北京朝阳站西侧高架路进入北京朝阳站北侧高架，在高架最南侧停靠下客，车站可命名为“北京朝阳站北”，由东侧驶出高架，返回原线路，停靠现有“北京朝阳站”等待返程乘客。

五，希望：希望领导希望可以考虑此条建议，在地铁建成之前，通过优化公交车站停靠，尽可能提升公交乘客出行体验，增加北京朝阳站乘客公交出行比例，让北京朝阳乘车难问题在地铁通车之前一定程度缓解。"
90,13806928,朝阳区区长吴小杰,小关街道晚上清扫车噪音过大,建言,环保,已办理,2022-03-16 19:24:45,"1.我住在小关街甲51号楼，经常在晚上12点以后会听到外面的清扫垃圾的环卫车的发动机声音特别大，有时两点也能听到声音。
2.严重影响了个人的休息睡眠
3.能不能把清扫的时间提前点，别凌晨开着车在路上嗡嗡响"
91,13691243,朝阳区区长吴小杰,朝阳公园南门停车场能否改造升级,建言,城建,已办理,2022-03-08 07:22:04,朝阳公园南门是公园最大的正门，可是它西侧配备的停车场是其他公园大门停车场里差了不是一两个等级，路面都是沙土的，希望能合理规划一下，不知道这里是不是因为三号线配套设施而一直闲置不管，但路面能否考虑初步改善一下
92,13691174,朝阳区区长吴小杰,石佛营晨光东路路面问题,建言,交通,已办理,2022-03-08 07:15:16,如题，石佛营地区晨光东路，炫特区门前那段，真的太过于破烂不堪了，旁边的卜蜂莲花停业后也一直闲置，是整体有什么规划吗？能不能先把路初步修一下太影响市容和普遍群众出行了，说龟裂都不算夸张
93,13637702,朝阳区区长吴小杰,石佛营道路施工周末清晨扰民,建言,城建,已办理,2022-03-05 07:35:42,领导您好，石佛营道路正在施工，周末清晨不到7点就开始施工作业，声音巨大，十分扰民。建议每天8点以后再进行施工。感谢领导。
94,13606236,朝阳区区长吴小杰,新工人体育场开辟出滑板区域的建议,建言,文娱,已办理,2022-03-03 12:38:48,"目前三里屯soho楼下的广场中， 每天都有一群滑板少年在广场上玩滑板， 噪声给附近居民日常生活带来很大困扰，也造成了一定的安全隐患。 
希望相关部门在进行新的工体功能区域规划时， 规划设计出专门的区域， 即能让爱好运动的青少年有地方活动，也不至于影响附近居民的日常生活。 "
95,13559299,朝阳区区长吴小杰,小区停车位问题,建言,城建,已办理,2022-02-28 19:28:17,北京市朝阳区南湖渠西里小区内有部分车位没有喷固定车位标识，出现用标志桶占车位的情况，无法进行辨认，望相关部门将剩余固定车位进行喷涂标识，方便大家识别，以免出现个别人侥幸占位行为
96,13502081,朝阳区区长吴小杰,打开公园对孩子们的限制,建言,城建,已办理,2022-02-26 07:17:51, 现在北京各个公园，不管收费还是免费的公园门口都有人把守，不允许孩子们带滑板车、轮滑等健身与娱乐的器材进去，美其名曰是为了安全。 但是北京本就没有免费的健身场所，公园内也没有适合儿童运动的器材，所以建议公园撤销对孩子们的限制。 
97,13376555,朝阳区区长吴小杰,瑞祥民族小学周边早高峰交通状况亟待整治,建言,交通,已办理,2022-02-23 11:59:23,瑞祥民族小学（瑞祥路与瑞祥中街交叉口处）早高峰机动车辆多而乱，其中相当部分为送孩子上学车辆，造成相当程度的交通堵塞与安全隐患。追究原因，主要有二。其一，诸多驾驶人（主要为送孩子上学家长）驾驶行为不文明、不合规，随意掉头、随处下人极为多见。其二，现场无任何车辆引导人员，仅在瑞祥中街入口安排保安阻止车辆驶入。建议瑞祥民族小学加大对学生家长接送驾驶行为之宣传教育，同时联合属地管理部门，在瑞祥路现场严格管理相关驾驶人驾驶行为。
98,12813718,朝阳区区长吴小杰,求焦化厂附近引进电影院,建言,文娱,已办理,2022-02-03 21:21:16,焦化厂附近聚集写王四营安置房区、双合家园、祈东家园、北焦家园，人口密集，但2公里内却没有电影院，最近的一个是垡头的大地影院却也很破很小，无法满足广大人民群众的文化需求，希望在小区1公里范围内能建立电影院，谢谢！
99,12698071,朝阳区区长吴小杰,东坝郊野公园，路牌写错了,建言,城建,已办理,2022-01-20 15:36:08,东坝郊野公园，写成了效野公园。这种道路指示牌，是归东坝郊野公园管，还是东坝乡管，还是归交通部门管？
100,12675147,朝阳区区长吴小杰,建议来广营加速推进朝来高科技产业园充电桩建设,建言,治安,已办理,2022-01-18 15:29:20,区长您好！ 我是在来广营朝来高科技产业园上班的普通白领，为了践行节能环保出行，平时驾驶电动汽车上下班，但是园区没有充电桩极为不方便，据园区物业反馈安装充电桩的申请材料在2020年已经提交至来广营乡政府，还请政府加快推进园区充电桩建设，为园区的工作提升交通提供便利与实惠，推动智慧停车项目的普及。
101,12563880,朝阳区区长吴小杰,社区电梯防疫应重视,建言,治安,已办理,2022-01-08 12:08:27,"      公共场所室内入门扫码戴口罩已落实专人监督。我是朝阳区尚家楼路居民，发现楼内的电梯因无人监管已成为防疫大漏洞，常见到快递小哥不认真或不戴口罩，居民也有。建议，街道居委会加强监管社区物业对电梯防疫的落实。
      现在对社区电梯戴口罩有些放松，无人监管处人们不自觉戴，隐患！"
